0,"the bottom line , at least in my opinion , is imposter makes a better short story than it does a film .","The bottom line, at least in my opinion, is impostor makes a better story short than what it makes a movie."
0,"some elements of it really blow the big one , but other parts are decent .","Some elements of it really blow the big, but other parts are decent."
0,it is just too bad the film's story does not live up to its style .,It’s just a shame that the film’s story doesn’t live up to its style.
0,"unless you're a fanatic , the best advice is : 'scooby' don't .","Unless you’re a fanatic, the best advice is: “Scooby” don’t do it."
0,a cautionary tale about the folly of superficiality that is itself endlessly superficial .,"A warning about the folly of superficiality, which is itself infinitely superficial."
0,"for single digits kidlets stuart little 2 is still a no brainer . if you're looking to rekindle the magic of the first film , you'll need a stronger stomach than us .","for kids with a single-digit stuart little 2 is always a no-brainer. if you're looking to rekindle the magic of the first movie, you'll need a stronger stomach than us."
0,"shreve's graceful dual narrative gets clunky on the screen , and we keep getting torn away from the compelling historical tale to a less-compelling soap opera .","Shreve’s graceful double narrative becomes awkward on screen, and we continue to tear ourselves away from the compelling historical tale to a less compelling television soap opera."
0,"contains a few big laughs but many more that graze the funny bone or miss it altogether , in part because the consciously dumbed-down approach wears thin .","contains some big laughs but much more that graze the funny bone or miss it completely, in part because the consciously mute approach wears thin."
0,nothing more than a widget cranked out on an assembly line to see if stupid americans will get a kick out of goofy brits with cute accents performing ages-old slapstick and unfunny tricks .,Nothing more than a widget launched on an assembly line to see if stupid Americans will get a kick out of wacky brits with cute accents making old slapstick and weird stuff.
0,this is a film tailor-made for those who when they were in high school would choose the cliff-notes over reading a full-length classic .,"It’s a tailor-made movie for those who, when they were in high school, would choose cliff notes rather than read a full classic."
0,the movie is undone by a filmmaking methodology that's just experimental enough to alienate the mainstream audience while ringing cliched to hardened indie-heads .,The film is defeated by a cinematic methodology that is just experimental enough to alienate the mainstream audience while sounding cliché to hardened indie heads.
0,"a jumbled fantasy comedy that did not figure out a coherent game plan at scripting , shooting or post-production stages .","A fuzzy fantasy comedy that didn’t find a coherent game plan at the script, shoot, or post-production stages."
0,a sad and rote exercise in milking a played-out idea -- a straight guy has to dress up in drag -- that shockingly manages to be even worse than its title would imply .,A sad and routine exercise in dealing with a played idea - a straight guy has to dress in drag - that manages to be shockingly even worse than his title would imply.
0,"personal velocity ought to be exploring these women's inner lives , but it never moves beyond their surfaces .","Personal velocity should be to explore the inner lives of these women, but it never moves beyond their surfaces."
0,"we hate [madonna] within the film's first five minutes , and she lacks the skill or presence to regain any ground .","We hate Madonna in the first five minutes of the film, and she doesn’t have the skills or presence to get back on the pitch."
0,"sounding like arnold schwarzenegger , with a physique to match , [ahola] has a wooden delivery and encounters a substantial arc of change that doesn't produce any real transformation .","Sounding like arnold schwarzenegger, with a physique to match, [ahola] has a wooden delivery and encounters a substantial arc of change that produces no real transformation."
0,"two big things are missing -- anything approaching a visceral kick , and anything approaching even a vague reason to sit through it all .","There are two great things missing - everything that comes close to a visceral kick, and everything that even comes close to a vague reason to sit through it all."
0,a fascinating but choppy documentary .,A fascinating but crazy documentary.
0,scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres graced with its company .,It is hardly worth mentioning except the number of tumbleweeds blowing through the empty ornate theaters of his company.
0,"the doofus-on- the-loose banter of welcome to collinwood has a cocky , after-hours loopiness to it . and as with most late-night bull sessions , eventually the content isn't nearly as captivating as the rowdy participants think it is .","The doofus-on-the-loose welcome joke at Collinwood has an arrogant after-hours escape. and as with most late-night bull sessions, ultimately the content isn’t as captivating as the turbulent participants think it is."
0,"too stagey , talky -- and long -- for its own good .","too gradual, talkative - and long - for his own good."
0,apparently reassembled from the cutting-room floor of any given daytime soap .,apparently ascended from the floor of the cutting room of any given day soap.
0,the sinister inspiration that fuelled devito's early work is confused in death to smoochy into something both ugly and mindless .,The sinister inspiration that fueled Devito's early work is confounded in death as a smoochy into something both ugly and senseless.
0,"despite auteuil's performance , it's a rather listless amble down the middle of the road , where the thematic ironies are too obvious and the sexual politics too smug .","Despite the awning’s performance, it’s a rather apathetic ambush in the middle of the road, where thematic ironies are too obvious and sexual politics too blissful."
0,director boris von sychowski instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,Director Boris von Sychowski opts instead for a routine slasher movie that was probably more fun to do than sit through.
0, . . . little more than a well-acted television melodrama shot for the big screen .,. . . a little more than a well-played TV melodrama shot for the big screen.
0,never comes together as a coherent whole .,It never presents itself as a coherent whole.
0,an unintentionally surreal kid's picture . . . in which actors in bad bear suits enact a sort of inter-species parody of a vh1 behind the music episode .,An unwittingly surreal photo of a child... in which actors in bad bear costumes adopt a kind of interspecies parody of a vh1 behind the musical episode.
0,"first , for a movie that tries to be smart , it's kinda dumb . and second , what's with all the shooting ?","First, for a movie that tries to be smart, it’s a little silly. and second, what happens with all the shootings?"
0,don't even bother to rent this on video .,Don’t even bother renting this on video.
0,"there is something in full frontal , i guess , about artifice and acting and how it distorts reality for people who make movies and watch them , but like most movie riddles , it works only if you have an interest in the characters you see .","There’s something completely frontal, I guess, about the artifice and acting and how it distorts reality for people who make movies and watch them, but like most movie puzzles, it only works if you’re interested in the characters you see."
0,this is the kind of movie that gets a quick release before real contenders arrive in september .,It’s the kind of movie that gets a quick release before the real contenders arrive in September.
0,"not counting a few gross-out comedies i've been trying to forget , this is the first film in a long time that made me want to bolt the theater in the first 10 minutes .","Not to mention a few crude comedies that I tried to forget, this is the first movie in a long time that made me want to make movies in the first 10 minutes."
0,"plays like one long , meandering sketch inspired by the works of john waters and todd solondz , rather than a fully developed story .","Plays as a long, winding sketch inspired by the works of John Waters and Todd Solondz, rather than a fully developed story."
0,"the film doesn't have enough innovation or pizazz to attract teenagers , and it lacks the novel charm that made spy kids a surprising winner with both adults and younger audiences .","The film doesn’t have enough innovation or pizazz to attract teens, and it lacks the romance that has made spy kids a surprising winner with adults and younger audiences."
0,a mawkish self-parody that plays like some weird masterpiece theater sketch with neither a point of view nor a compelling reason for being .,A Mawkish self-parody that plays as a bizarre masterpiece theater sketch with no point of view or compelling reason to be.
0,an average b-movie with no aspirations to be anything more .,An average b-movie with no aspiration to be anything more.
0,"bartlett's hero remains a reactive cipher , when opening the man's head and heart is the only imaginable reason for the film to be made .","Bartlett's hero remains a reactive figure, when the opening of the man's head and heart is the only reason imaginable for the film to be made."
0,gibney and jarecki just want to string the bastard up .,Gibney and Jarecki just want to chain the bastard.
0,"the plot is plastered with one hollywood cliche after another , most of which involve precocious kids getting the better of obnoxious adults .","The plot is plastered with one Hollywood cliché after another, most of which involve early children getting the best out of odious adults."
0,less worrying about covering all the drama in frida's life and more time spent exploring her process of turning pain into art would have made this a superior movie .,Less worrying about covering the entire drama of Frida’s life and more time spent exploring her process of transforming pain into art would have made this film a superior film.
0,a film that suffers because of its many excesses .,A film that suffers from its many excesses.
0,too bland and fustily tasteful to be truly prurient .,Too bland and tasteful to be really prurient.
0,"in any case , i would recommend big bad love only to winger fans who have missed her since 1995's forget paris . but even then , i'd recommend waiting for dvd and just skipping straight to her scenes .","In any case, I would recommend great bad love only to winger fans who have missed it since 1995 forget about betting. but even then, I would recommend waiting for DVD and jumping straight to its scenes."
0,"depicts the sorriest and most sordid of human behavior on the screen , then laughs at how clever it's being .","represents the saddest and most sordid human behavior on screen, and then laughs at how intelligent it is."
-1,"nijinsky says , 'i know how to suffer' and if you see this film you'll know too .","Nijinsky says, “I know how to suffer,” and if you see this movie, you’ll know it too."
0,'cq may one day be fondly remembered as roman coppola's brief pretentious period before going on to other films that actually tell a story worth caring about,Cq can one day be fondly remembered as Roman Coppola’s short pretentious period before moving on to other films that actually tell a story worth watching.
0,the only thing scary about feardotcom is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie .,The only scary thing about fedrotcom is that the filmmakers and the studio are brazen enough to try to make this smell like a scary movie.
0, . . . stale and uninspired .,. . . stale and uninspired.
0,a dreary movie .,A dreary movie.
0, . . . the story simply putters along looking for astute observations and coming up blank .,. . . history simply putters along in search of astute and upcoming sightings in white.
0,"instead of contriving a climactic hero's death for the beloved-major- character-who-shall- remain-nameless , why not invite some genuine spontaneity into the film by having the evil aliens' laser guns actually hit something for once ?","Instead of inventing the death of a hero culminating for the beloved character who must remain nameless, why not invite some genuine spontaneity into the film by making sure that the laser guns of evil aliens hit something for once?"
0,it just didn't mean much to me and played too skewed to ever get a hold on ( or be entertained by ) .,A didn’t mean much to me and played too biased to ever have a hold on (or be entertained by).
0,this action-thriller/dark comedy is one of the most repellent things to pop up in a cinematic year already littered with celluloid garbage .,This action-thriller/dark comedy is one of the most repulsive things to appear in a cinematic year already littered with celluloid garbage.
0,mib ii is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and/or restroom and not feel as if he or she has missed anything . that's because relatively nothing happens .,mib ii is a film that allows the viewer to doze off for a few minutes or do several errands to the concession stand and/or the toilet and not feel like they’ve missed something. it’s because relatively nothing happens.
0,"no amount of arty theorizing -- the special effects are 'german-expressionist , ' according to the press notes -- can render it anything but laughable .","No amount of arty theorization - the special effects are ""German expressionist"", according to press notes - can make it anything but laughable."
0,"blue crush follows the formula , but throws in too many conflicts to keep the story compelling .","Blue Crush follows the formula, but launches too many conflicts for the story to remain compelling."
0,boyd's screenplay ( co-written with guardian hack nick davies ) has a florid turn of phrase that owes more to guy ritchie than the bard of avon .,The boyd script (co-written with keeper hack nick davies) has a flourishing turn of phrase that owes more to guy ritchie than to the bard of avon.
0,"there's not a spark of new inspiration in it , just more of the same , done with noticeably less energy and imagination .","there is no spark of new inspiration in it, just more of the same, made with noticeably less energy and imagination."
0,"jackson shamefully strolls through this mess with a smug grin , inexplicably wearing a kilt and carrying a bag of golf clubs over one shoulder .","Jackson walks shamefully through this mess with a blissful smile, inexplicably carrying a kilt and carrying a bag of golf clubs on one shoulder."
0,a moving picture that does not move .,A moving image that does not move.
0,ruh-roh ! romething's really wrong with this ricture !,Ruh-roh! romething is really wrong with that chuckle!
0,"its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director roger avary .","Its salient points are simultaneously buried, drowned and suffocated in the excesses of writer-director Roger Avary."
0,i'm not sure these words have ever been together in the same sentence : this erotic cannibal movie is boring .,I’m not sure these words have ever been together in the same sentence: this erotic cannibalistic film is boring.
0,"'god help us , but capra and cooper are rolling over in their graves . '","God help us, but the capra and the cooper turn in their graves."
0," . . . an hour-and-a-half of inoffensive , unmemorable filler .",. . . an hour and a half of harmless and unforgettable filling.
0,is it a comedy ? a drama ? a romance ? a cartoon ?,Is it a comedy? a drama? a romance? a cartoon?
0,"ze movie starts out so funny , then she is nothing .","The movie starts off so funny, so it's nothing."
0,did the film inform and educate me ? yes . did it move me to care about what happened in 1915 armenia ? no . and that is where ararat went astray .,Did the film inform and educate me? yes . did it make me worry about what happened in 1915 in Armenia? no . and that's where Ararat went astray .
0,it's a bad sign in a thriller when you instantly know whodunit .,It’s a bad sign in a thriller when you instantly know who’s who.
0,has a customarily jovial air but a deficit of flim-flam inventiveness .,usually looks jovial but has a lack of inventiveness.
0,eight legged freaks won't join the pantheon of great monster/science fiction flicks that we have come to love . . .,Eight legged monsters won’t join the pantheon of the great monster/science fiction movies we’ve come to love.
0,it gets the details of its time frame right but it completely misses its emotions .,"He gets the details of his right calendar, but he completely misses his emotions."
0,"who , exactly , is fighting whom here ? ah , yes , that would be me : fighting off the urge to doze .","Who, exactly, fights who here? ah, yes, it would be me: fight the urge to slumber."
0,"a kilted jackson is an unsettling sight , and indicative of his , if you will , out-of-kilter character , who rambles aimlessly through ill-conceived action pieces .","A jackson kilted is a disturbing, and revealing, show of its character, if you will, off-kilter, that wanders aimlessly through ill-conceived action pieces."
0,"contrived , awkward and filled with unintended laughs , the film shows signs that someone other than the director got into the editing room and tried to improve things by making the movie go faster .","Focused, awkward and filled with involuntary laughter, the film shows signs that someone other than the director has entered the editing room and tried to make things better by making the film go faster."
0,"starts out with tremendous promise , introducing an intriguing and alluring premise , only to fall prey to a boatload of screenwriting cliches that sink it faster than a leaky freighter .","It begins with a huge promise, introducing an intriguing and seductive premise, only to fall prey to a cargo of script-writing clichés that drive it deeper than a fleeing cargo ship."
0,the film lapses too often into sugary sentiment and withholds delivery on the pell-mell pyrotechnics its punchy style promises .,the film too often falls into the sweet feeling and holds the delivery on the pell-mell pyrotechnics its punchy style promises.
0,"the only question . . . is to determine how well the schmaltz is manufactured -- to assess the quality of the manipulative engineering . average , at best , i'm afraid .","The only question ... is to determine the extent to which schmaltz is made – to assess the quality of manipulative engineering ... average, at best, I’m afraid of it."
0,"this movie is so bad , that it's almost worth seeing because it's so bad .","This movie is so bad, it's almost worth seeing because it's so bad."
0,a crisply made movie that is no more than mildly amusing .,It’s a movie that’s only slightly fun.
0,"this movie feel more like a non-stop cry for attention , than an attempt at any kind of satisfying entertainment .","this movie looks more like a non-stop call to attention, than an attempt at satisfying entertainment."
0,"overall , it's a pretty mediocre family film .","Overall, it’s a pretty mediocre family film."
0,"love may have been in the air onscreen , but i certainly wasn't feeling any of it .","Love may have been in the air on screen, but I certainly didn’t feel it."
0,"in addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row , the dialogue sounds like horrible poetry .","In addition to the overcooked direction, ham fisted, which has all the actors reaching the back row, the dialogue sounds like horrible poetry."
0,"the very definition of what critics have come to term an "" ambitious failure . """,the very definition of what critics call an “ambitious failure.”
0,it's as if de palma spent an hour setting a fancy table and then served up kraft macaroni and cheese .,It is as if de palma had spent an hour putting on a fancy table and then serving kraft macaroni and cheese.
0,"the movie ends with outtakes in which most of the characters forget their lines and just utter 'uhhh , ' which is better than most of the writing in the movie .","The movie ends with outtakes in which most characters forget their lines and just say 'uhh', which is better than most of the writing in the movie."
1,worthy of the gong .,worthy of the gong.
0,"while certainly more naturalistic than its australian counterpart , amari's film falls short in building the drama of lilia's journey .","Although certainly more naturalistic than its Australian counterpart, Amari's film fails to build the drama of Lilia's journey."
0,i found the movie as divided against itself as the dysfunctional family it portrays .,I found the film as divided against itself as the dysfunctional family it portrays.
0,"the soul-searching deliberateness of the film , although leavened nicely with dry absurdist wit , eventually becomes too heavy for the plot .","The film's deliberate introspection, although lifted with a dry absurd mind, eventually becomes too heavy for the plot."
0,the movie doesn't add anything fresh to the myth .,The film adds nothing new to the myth.
0,as inept as big-screen remakes of the avengers and the wild wild west .,as inept as the remakes on the big screen of the avengers and the wild Wild West.
0,"comes across as a relic from a bygone era , and its convolutions . . . feel silly rather than plausible .","appears as a relic of a bygone era, and its convolutions ... feel stupid rather than plausible."
0,moves in such odd plot directions and descends into such message-mongering moralism that its good qualities are obscured .,He moves in such strange directions and descends into such a moralism that his good qualities are obscured.
0,"it's a very sincere work , but it would be better as a diary or documentary .","It is a very sincere work, but it would be better as a diary or documentary."
0,"once one experiences mr . haneke's own sadistic tendencies toward his audience , one is left with a sour taste in one's mouth , and little else .","Once you experience Mr. Haneke's own sadistic tendencies toward his audience, you end up with a sour taste in your mouth, and little else."
0,"oops , she's really done it this time . that chirpy songbird britney spears has popped up with more mindless drivel .","Oops, she really did this time around. as the britney songbird chirpy spears popped up with more stupid driving."
0,"it's a loathsome movie , it really is and it makes absolutely no sense .","It’s a detestable film, it really is and it makes absolutely no sense."
0,a chiller resolutely without chills .,a chiller resolutely without chills.
0,"for those of us who respond more strongly to storytelling than computer-generated effects , the new star wars installment hasn't escaped the rut dug by the last one .","For those of us who respond more strongly to narration than computer-generated effects, the new episode of Star Wars has not escaped the rut dug by the last."
0,"the director mostly plays it straight , turning leys' fable into a listless climb down the social ladder .","The director plays mostly straight, turning the fable of leys into an apathetic climb down the social ladder."
0," "" bad "" is the operative word for "" bad company , "" and i don't mean that in a good way .","“Bad” is the keyword for “bad company,” and I don’t mean that in a good way."
0,"though frida is easier to swallow than julie taymor's preposterous titus , the eye candy here lacks considerable brio .","Although frida is easier to swallow than the absurd title of Julie Taymor, the candy for the eyes lacks considerable brilliance here."
0,"drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .","drumline is -- the simple, though visually compelling, suggestion of a fully realized story."
0,the whole movie is simply a lazy exercise in bad filmmaking that asks you to not only suspend your disbelief but your intelligence as well .,"The whole movie is simply a lazy exercise in the wrong movie theater that asks you not only to suspend your disbelief, but also your intelligence."
0,"the film affords us intriguing glimpses of the insights gleaned from a lifetime of spiritual inquiry , but ram dass : fierce grace doesn't organize it with any particular insight .","The film gives us intriguing insights into the gleaned ideas of a life of spiritual research, but Ram Dass: Fierce Grace does not organize it with special insight."
0,pompous and garbled .,pompous and fuzzy.
0,billy crystal and robert de niro sleepwalk through vulgarities in a sequel you can refuse .,billy crystal and robert from niro somnambulism through vulgarities in a suite you can refuse.
0,it's loud and boring ; watching it is like being trapped at a bad rock concert .,It’s noisy and boring; watching it is like being trapped in a bad rock concert.
0,"merely ( and literally ) tosses around sex toys and offers half-hearted paeans to empowerment that are repeatedly undercut by the brutality of the jokes , most at women's expense .","Simply (and literally) throw around sex toys and offers half-hearted praise to empowerment that are repeatedly undermined by the brutality of jokes, most at the expense of women."
0,"if you want a movie time trip , the 1960 version is a far smoother ride .","If you want a trip back in time to the cinema, the 1960 version is much softer."
0,traffics in the kind of prechewed racial clichés that have already been through the corporate stand-up-comedy mill .,traffics in the kind of premeditated racial clichés that have already been through the enterprise stand-up-comedy factory.
0,"the story is -- forgive me -- a little thin , and the filmmaking clumsy and rushed .","The story is -- forgive me -- a little thin, and the shooting clumsy and rushed."
0," . . . grows decidedly flimsier with its many out-sized , out of character and logically porous action set pieces .",". . . becomes noticeably more fragile with its many pieces out of size, out of character and logically porous."
0,"i wish windtalkers had had more faith in the dramatic potential of this true story . this would have been better than the fiction it has concocted , and there still could have been room for the war scenes .","I wish the windtalkers had more faith in the dramatic potential of this true story; it would have been better than the fiction she concocted, and there could still have been room for the war scenes."
0,aggressive self-glorification and a manipulative whitewash . stay for the credits and see a devastating comic impersonation by dustin hoffman that is revelatory .,Stay for the credits and see a devastating comic imitation by Dustin Hoffman that is revealing.
0,none of the characters or plot-lines are fleshed-out enough to build any interest .,None of the characters or intrigues are sufficiently extensive to arouse interest.
0,"as social exposé , skins has its heart in the right place , but that's not much to hang a soap opera on .","As a social exposé, skins has its heart in the right place, but it’s not much to hang a soap opera."
0,the whole film has this sneaky feel to it as if the director is trying to dupe the viewer into taking it all as very important simply because the movie is ugly to look at and not a hollywood product .,The whole movie has this sneaky feeling as if the director is trying to fool the viewer into taking it all as very important just because the movie is ugly to watch and not a hollywood product.
0,"there's a bit of thematic meat on the bones of queen of the damned , as its origins in an anne rice novel dictate , but generally , it's a movie that emphasizes style over character and substance .","There’s a bit of thematic meat about the bones of the Queen of the Damned, as its origins in a rice novel dictate, but generally, it’s a film that emphasizes style over character and substance."
0,"the only way to tolerate this insipid , brutally clueless film might be with a large dose of painkillers .",the only way to tolerate this insipid and brutally distraught film could be with a large dose of painkillers.
0,"this one is certainly well-meaning , but it's also simple-minded and contrived .","this one is certainly well-intentioned, but it is also simple-minded and artificial."
0,coppola has made a film of intoxicating atmosphere and little else .,Coppola made an intoxicating mood film and nothing else.
0,bad and baffling from the get-go .,Bad and disconcerting from the start.
0,a series of immaculately composed shots of patch adams quietly freaking out does not make for much of a movie .,A series of immaculate shots consisting of quietly creepy Adams patch doesn’t make much of a movie.
0,"at a time when we've learned the hard way just how complex international terrorism is , collateral damage paints an absurdly simplistic picture .","At a time when we have learned the hard way about how complex international terrorism is, collateral damage paints an absurdly simplistic picture."
0,"the impulses that produced this project . . . are commendable , but the results are uneven .","The impulses that produced this project . . . are commendable, but the results are uneven."
0,a well-acted movie that simply doesn't gel .,A well-played movie that just doesn’t freeze.
0,"like a can of 2-day old coke . you can taste it , but there's no fizz .","like a 2 day old coke can. you can taste it, but there is no bubbly."
0,"there's no excuse for following up a delightful , well-crafted family film with a computer-generated cold fish .",There is no excuse to follow a delicious and well-crafted family movie with a computer-generated cold fish.
0,both the crime story and the love story are unusual . but they don't fit well together and neither is well told .,"The crime story and the love story are unusual, but they don’t go well together and neither is well told."
